No,Stockcode,Description,Quantite,PU,Ville,date,heure,month,dow,PT,Continent,clusters
555691,22795,SWEETHEART RECIPE BOOK STAND,2,6.75,United Kingdom,2011-06-06,14,6,0,13.5,Europe,1
568064,23312,VINTAGE CHRISTMAS GIFT SACK,4,4.15,United Kingdom,2011-09-23,13,9,4,16.6,Europe,0
561371,23293,SET OF 12 FAIRY CAKE BAKING CASES,2,2.46,United Kingdom,2011-07-26,16,7,1,4.92,Europe,2
580172,23108,SET OF 10 LED DOLLY LIGHTS,24,5.39,United Kingdom,2011-12-02,11,12,4,129.35999999999999,Europe,0
574269,23360,SET 8 CANDLES VINTAGE DOILY,12,1.95,United Kingdom,2011-11-03,14,11,3,23.4,Europe,0
546306,22993,SET OF 4 PANTRY JELLY MOULDS,6,2.46,United Kingdom,2011-03-10,16,3,3,14.76,Europe,1
541424,22937,BAKING MOULD CHOCOLATE CUPCAKES,1,4.96,United Kingdom,2011-01-17,17,1,0,4.96,Europe,1
581219,23451,SQUARE MINI PORTRAIT FRAME,2,4.13,United Kingdom,2011-12-08,9,12,3,8.26,Europe,0
546925,21558,SKULL LUNCH BOX WITH CUTLERY ,60,2.1,Germany,2011-03-18,10,3,4,126.0,Europe,3
572738,23263,SET OF 3 WOODEN HEART DECORATIONS,12,1.25,United Kingdom,2011-10-25,15,10,1,15.0,Europe,2
543985,22023,EMPIRE BIRTHDAY CARD,1,0.83,United Kingdom,2011-02-15,9,2,1,0.83,Europe,1
554285,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,7.46,United Kingdom,2011-05-23,14,5,0,14.92,Europe,1
569360,23337,EGG FRYING PAN MINT ,1,2.08,United Kingdom,2011-10-03,14,10,0,2.08,Europe,2
566319,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,0.55,United Kingdom,2011-09-12,11,9,0,13.200000000000001,Europe,2
545999,21774,DECORATIVE CATS BATHROOM BOTTLE,12,1.25,United Kingdom,2011-03-08,14,3,1,15.0,Europe,1
574911,90018A,SILVER M.O.P ORBIT DROP EARRINGS,2,4.25,United Kingdom,2011-11-07,15,11,0,8.5,Europe,2
542648,22605,WOODEN CROQUET GARDEN SET,2,14.95,Germany,2011-01-31,11,1,0,29.9,Europe,1
540026,85163B,BLACK BAROQUE WALL CLOCK ,1,8.47,United Kingdom,2011-01-04,13,1,1,8.47,Europe,1
550283,21166,COOK WITH WINE METAL SIGN ,24,2.08,United Kingdom,2011-04-15,14,4,4,49.92,Europe,3
573496,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,0.42,United Kingdom,2011-10-31,11,10,0,0.84,Europe,2
563567,23172,REGENCY TEA PLATE PINK,12,1.65,United Kingdom,2011-08-17,14,8,2,19.799999999999997,Europe,2
543367,20725,LUNCH BAG RED RETROSPOT,10,1.65,United Kingdom,2011-02-07,14,2,0,16.5,Europe,1
580023,21912,VINTAGE SNAKES & LADDERS,18,3.75,United Kingdom,2011-12-01,11,12,3,67.5,Europe,0
547250,22984,CARD GINGHAM ROSE ,1,0.83,United Kingdom,2011-03-22,9,3,1,0.83,Europe,1
552670,21731,RED TOADSTOOL LED NIGHT LIGHT,1,4.13,United Kingdom,2011-05-10,15,5,1,4.13,Europe,1
578270,22733,3D TRADITIONAL CHRISTMAS STICKERS,5,2.46,United Kingdom,2011-11-23,13,11,2,12.3,Europe,2
545718,21479,WHITE SKULL HOT WATER BOTTLE ,4,3.75,Germany,2011-03-07,10,3,0,15.0,Europe,1
541830,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,7.46,United Kingdom,2011-01-21,17,1,4,7.46,Europe,1
572097,23357,HOT WATER BOTTLE SEX BOMB,1,4.95,United Kingdom,2011-10-20,15,10,3,4.95,Europe,0
539256,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,United Kingdom,2010-12-16,14,12,3,15.0,Europe,0
564837,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2.46,United Kingdom,2011-08-30,12,8,1,4.92,Europe,2
575087,23344,JUMBO BAG 50'S CHRISTMAS ,1,2.08,United Kingdom,2011-11-08,13,11,1,2.08,Europe,2
576606,22629,SPACEBOY LUNCH BOX ,36,1.95,United Kingdom,2011-11-15,15,11,1,70.2,Europe,2
C577513,22751,FELTCRAFT PRINCESS OLIVIA DOLL,-2,3.75,United Kingdom,2011-11-20,12,11,6,-7.5,Europe,3
545660,35961,FOLKART ZINC HEART CHRISTMAS DEC,6,0.85,United Kingdom,2011-03-04,14,3,4,5.1,Europe,3
554999,21166,COOK WITH WINE METAL SIGN ,3,2.08,United Kingdom,2011-05-29,15,5,6,6.24,Europe,3
558906,81952V,ROUND PURPLE CLOCK WITH SUCKER,5,0.19,United Kingdom,2011-07-04,16,7,0,0.95,Europe,2
570180,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2.1,United Kingdom,2011-10-07,14,10,4,12.600000000000001,Europe,0
540458,22509,SEWING BOX RETROSPOT DESIGN ,1,16.95,Germany,2011-01-07,12,1,4,16.95,Europe,1
545226,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,1.95,Finland,2011-03-01,9,3,1,19.5,Europe,1
565865,22728,ALARM CLOCK BAKELIKE PINK,12,3.75,France,2011-09-07,15,9,2,45.0,Europe,2
569983,23524,WALL ART HORSE & PONY ,1,3.75,United Kingdom,2011-10-06,19,10,3,3.75,Europe,0
580513,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,7,0.29,United Kingdom,2011-12-04,13,12,6,2.03,Europe,3
560503,22382,LUNCH BAG SPACEBOY DESIGN ,10,1.65,United Kingdom,2011-07-19,11,7,1,16.5,Europe,2
546388,21239,PINK  POLKADOT CUP,1,1.63,United Kingdom,2011-03-11,13,3,4,1.63,Europe,3
576852,20727,LUNCH BAG  BLACK SKULL.,2,1.65,United Kingdom,2011-11-16,15,11,2,3.3,Europe,2
563590,23286,BLUE VINTAGE SPOT BEAKER,410,1.08,United Kingdom,2011-08-17,20,8,2,442.8,Europe,3
547788,20707,CRAZY DAISY HEART DECORATION,2,0.83,United Kingdom,2011-03-25,12,3,4,1.66,Europe,3
539268,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,4.95,United Kingdom,2010-12-16,15,12,3,14.850000000000001,Europe,0
542274,21155,RED RETROSPOT PEG BAG,6,2.1,United Kingdom,2011-01-27,10,1,3,12.600000000000001,Europe,1
548405,22507,MEMO BOARD RETROSPOT  DESIGN,4,4.95,United Kingdom,2011-03-31,9,3,3,19.8,Europe,1
539488,22813,PACK 3 BOXES BIRD PANNETONE ,24,1.95,Switzerland,2010-12-20,9,12,0,46.8,Europe,2
571563,22865,HAND WARMER OWL DESIGN,12,2.1,United Kingdom,2011-10-18,10,10,1,25.200000000000003,Europe,2
557247,22629,SPACEBOY LUNCH BOX ,12,1.95,France,2011-06-17,15,6,4,23.4,Europe,3
554040,23171,REGENCY TEA PLATE GREEN ,12,1.65,United Kingdom,2011-05-20,14,5,4,19.799999999999997,Europe,3
539437,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,3.36,United Kingdom,2010-12-17,14,12,4,3.36,Europe,0
562353,23199,JUMBO BAG APPLES,100,1.79,United Kingdom,2011-08-04,13,8,3,179.0,Europe,3
571653,21619,4 VANILLA BOTANICAL CANDLES,60,1.25,United Kingdom,2011-10-18,12,10,1,75.0,Europe,2
564745,22879,NUMBER TILE VINTAGE FONT 0,2,1.95,United Kingdom,2011-08-28,15,8,6,3.9,Europe,3
570592,22729,ALARM CLOCK BAKELIKE ORANGE,1,8.29,United Kingdom,2011-10-11,11,10,1,8.29,Europe,2
578065,82580,BATHROOM METAL SIGN,1,1.25,United Kingdom,2011-11-22,15,11,1,1.25,Europe,2
541827,22257,FELT FARM ANIMAL SHEEP,1,0.83,United Kingdom,2011-01-21,17,1,4,0.83,Europe,1
537420,21086,SET/6 RED SPOTTY PAPER CUPS,36,0.65,United Kingdom,2010-12-06,15,12,0,23.400000000000002,Europe,2
545224,20727,LUNCH BAG  BLACK SKULL.,10,1.65,United Kingdom,2011-03-01,9,3,1,16.5,Europe,1
572285,23360,SET 8 CANDLES VINTAGE DOILY,4,1.95,United Kingdom,2011-10-23,12,10,6,7.8,Europe,3
577770,22367,CHILDRENS APRON SPACEBOY DESIGN,8,1.95,United Kingdom,2011-11-21,15,11,0,15.6,Europe,2
554630,22407,MONEY BOX FIRST ADE DESIGN,2,1.25,United Kingdom,2011-05-25,11,5,2,2.5,Europe,1
C564488,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,-4,4.25,United Kingdom,2011-08-25,14,8,3,-17.0,Europe,0
C563600,21218,RED SPOTTY BISCUIT TIN,-1,3.75,EIRE,2011-08-18,6,8,3,-3.75,Europe,0
541289,20679,EDWARDIAN PARASOL RED,1,5.95,United Kingdom,2011-01-17,13,1,0,5.95,Europe,1
572302,21828,EIGHT PIECE SNAKE  SET,3,1.25,United Kingdom,2011-10-23,14,10,6,3.75,Europe,3
537240,22572,ROCKING HORSE GREEN CHRISTMAS ,14,1.66,United Kingdom,2010-12-06,10,12,0,23.24,Europe,2
571101,23206,LUNCH BAG APPLE DESIGN,20,1.65,United Kingdom,2011-10-13,15,10,3,33.0,Europe,0
547194,22382,LUNCH BAG SPACEBOY DESIGN ,2,1.65,France,2011-03-21,12,3,0,3.3,Europe,1
545078,21898,POTTING SHED ROSE CANDLE,1,2.46,United Kingdom,2011-02-28,10,2,0,2.46,Europe,1
538069,79160,HEART SHAPE WIRELESS DOORBELL,1,2.1,United Kingdom,2010-12-09,14,12,3,2.1,Europe,0
565917,23344,JUMBO BAG 50'S CHRISTMAS ,1,4.13,United Kingdom,2011-09-07,16,9,2,4.13,Europe,2
543399,22819,"BIRTHDAY CARD, RETRO SPOT",1,0.83,United Kingdom,2011-02-08,11,2,1,0.83,Europe,1
542217,22430,ENAMEL WATERING CAN CREAM,1,4.95,United Kingdom,2011-01-26,12,1,2,4.95,Europe,1
566933,48184,DOORMAT ENGLISH ROSE ,20,4.58,United Kingdom,2011-09-15,15,9,3,91.6,Europe,0
568517,23200,JUMBO BAG PEARS,2,2.08,United Kingdom,2011-09-27,12,9,1,4.16,Europe,2
572045,22867,HAND WARMER BIRD DESIGN,2,2.1,United Kingdom,2011-10-20,12,10,3,4.2,Europe,0
536777,21500,PINK POLKADOT WRAP ,25,0.42,United Kingdom,2010-12-02,15,12,3,10.5,Europe,0
576074,22865,HAND WARMER OWL DESIGN,12,2.1,United Kingdom,2011-11-13,16,11,6,25.200000000000003,Europe,3
570448,23342,MINT DINER WALL CLOCK,2,8.5,United Kingdom,2011-10-10,14,10,0,17.0,Europe,2
540646,90184A,AMBER CHUNKY BEAD BRACELET W STRAP,1,9.34,United Kingdom,2011-01-10,14,1,0,9.34,Europe,1
555855,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,192,1.06,United Kingdom,2011-06-07,13,6,1,203.52,Europe,1
573387,21883,STARS GIFT TAPE ,2,0.65,United Kingdom,2011-10-30,14,10,6,1.3,Europe,3
539958,22259,FELT FARM ANIMAL HEN,4,0.85,United Kingdom,2010-12-23,13,12,3,3.4,Europe,0
572552,22675,FRENCH KITCHEN SIGN BLUE METAL,3,2.46,United Kingdom,2011-10-24,17,10,0,7.38,Europe,2
548874,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,24,1.25,United Kingdom,2011-04-04,15,4,0,30.0,Europe,1
565230,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,1.65,United Kingdom,2011-09-02,9,9,4,19.799999999999997,Europe,0
567211,85014B,RED RETROSPOT UMBRELLA,2,5.95,United Kingdom,2011-09-19,11,9,0,11.9,Europe,2
580640,21679,SKULLS  STICKERS,1,0.85,United Kingdom,2011-12-05,12,12,0,0.85,Europe,2
567670,22487,WHITE WOOD GARDEN PLANT LADDER,1,19.96,United Kingdom,2011-09-21,15,9,2,19.96,Europe,2
559660,22437,SET OF 9 BLACK SKULL BALLOONS,10,0.85,United Kingdom,2011-07-11,13,7,0,8.5,Europe,2
562225,22383,LUNCH BAG SUKI DESIGN ,1,1.65,United Kingdom,2011-08-03,14,8,2,1.65,Europe,2
540468,85103,SILVER T-LIGHT SETTING,1,5.91,United Kingdom,2011-01-07,13,1,4,5.91,Europe,1
579252,21166,COOK WITH WINE METAL SIGN ,240,2.39,United Kingdom,2011-11-28,16,11,0,573.6,Europe,3
546949,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2.95,United Kingdom,2011-03-18,11,3,4,2.95,Europe,3
541987,21035,SET/2 RED RETROSPOT TEA TOWELS ,3,2.95,United Kingdom,2011-01-24,16,1,0,8.850000000000001,Europe,1
564995,22470,HEART OF WICKER LARGE,1,2.95,United Kingdom,2011-08-31,16,8,2,2.95,Europe,2
540352,22258,FELT FARM ANIMAL RABBIT,3,0.85,United Kingdom,2011-01-06,14,1,3,2.55,Europe,1
579524,85114A,BLACK ENCHANTED FOREST PLACEMAT,6,1.65,United Kingdom,2011-11-30,8,11,2,9.899999999999999,Europe,2
548701,21399,BLUE POLKADOT COFFEE MUG,6,0.39,United Kingdom,2011-04-03,11,4,6,2.34,Europe,3
577106,21930,JUMBO STORAGE BAG SKULLS,3,2.08,United Kingdom,2011-11-17,17,11,3,6.24,Europe,0
545568,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,1.25,United Kingdom,2011-03-03,16,3,3,1.25,Europe,1
570189,22029,SPACEBOY BIRTHDAY CARD,12,0.42,Germany,2011-10-07,15,10,4,5.04,Europe,0
575325,22478,BIRDHOUSE GARDEN MARKER ,1,1.25,United Kingdom,2011-11-09,13,11,2,1.25,Europe,2
544701,22961,JAM MAKING SET PRINTED,12,1.45,United Kingdom,2011-02-23,10,2,2,17.4,Europe,1
C562582,22241,GARLAND WOODEN HAPPY EASTER,-1,1.25,United Kingdom,2011-08-07,13,8,6,-1.25,Europe,3
568321,23379,PACK OF 12 RED APPLE TISSUES,24,0.39,United Kingdom,2011-09-26,13,9,0,9.36,Europe,2
569693,90200A,PURPLE SWEETHEART BRACELET,1,4.25,United Kingdom,2011-10-05,15,10,2,4.25,Europe,2
556813,21508,VINTAGE KID DOLLY CARD ,1,0.83,United Kingdom,2011-06-14,17,6,1,0.83,Europe,1
549300,22654,DELUXE SEWING KIT ,3,5.95,United Kingdom,2011-04-08,8,4,4,17.85,Europe,3
555280,23227,FILIGREE HEART BUTTERFLY WHITE ,24,1.25,United Kingdom,2011-06-02,9,6,3,30.0,Europe,3
537159,22357,KINGS CHOICE BISCUIT TIN,1,4.25,United Kingdom,2010-12-05,13,12,6,4.25,Europe,3
549291,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,1.65,United Kingdom,2011-04-07,19,4,3,1.65,Europe,1
565150,22386,JUMBO BAG PINK POLKADOT,20,1.79,United Kingdom,2011-09-01,14,9,3,35.8,Europe,0
554985,22631,CIRCUS PARADE LUNCH BOX ,12,1.95,Germany,2011-05-29,12,5,6,23.4,Europe,3
573078,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2.08,United Kingdom,2011-10-27,14,10,3,24.96,Europe,0
562715,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2.46,United Kingdom,2011-08-08,15,8,0,24.6,Europe,2
546884,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,1,8.29,United Kingdom,2011-03-17,18,3,3,8.29,Europe,1
574950,22434,BALLOON PUMP WITH 10 BALLOONS,2,4.13,United Kingdom,2011-11-08,9,11,1,8.26,Europe,2
579675,21116,OWL DOORSTOP,3,4.95,United Kingdom,2011-11-30,13,11,2,14.850000000000001,Europe,2
550987,22457,NATURAL SLATE HEART CHALKBOARD ,1,5.79,United Kingdom,2011-04-21,18,4,3,5.79,Europe,1
539300,22966,GINGERBREAD MAN COOKIE CUTTER,1,1.25,United Kingdom,2010-12-16,17,12,3,1.25,Europe,0
578344,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,11,0.83,United Kingdom,2011-11-24,9,11,3,9.129999999999999,Europe,0
554788,22178,VICTORIAN GLASS HANGING T-LIGHT,12,1.25,United Kingdom,2011-05-26,12,5,3,15.0,Europe,1
557112,22023,EMPIRE BIRTHDAY CARD,1,0.83,United Kingdom,2011-06-16,16,6,3,0.83,Europe,3
558475,22820,GIFT BAG BIRTHDAY,32,0.42,United Kingdom,2011-06-29,15,6,2,13.44,Europe,1
573913,23329,DECORATIVE WICKER HEART LARGE,12,1.65,United Kingdom,2011-11-01,15,11,1,19.799999999999997,Europe,2
575922,20979,36 PENCILS TUBE RED RETROSPOT,16,1.25,United Kingdom,2011-11-11,17,11,4,20.0,Europe,0
540702,85059,FRENCH ENAMEL WATER BASIN,8,1.25,United Kingdom,2011-01-11,9,1,1,10.0,Europe,1
536532,21786,POLKADOT RAIN HAT ,24,0.42,Norway,2010-12-01,13,12,2,10.08,Europe,2
537604,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,1.45,United Kingdom,2010-12-07,13,12,1,17.4,Europe,2
575854,21114,LAVENDER SCENTED FABRIC HEART,10,1.25,United Kingdom,2011-11-11,12,11,4,12.5,Europe,0
536592,21165,BEWARE OF THE CAT METAL SIGN ,3,4.21,United Kingdom,2010-12-01,17,12,2,12.629999999999999,Europe,2
565801,22962,JAM JAR WITH PINK LID,12,0.85,France,2011-09-07,10,9,2,10.2,Europe,2
563333,48194,DOORMAT HEARTS,1,7.95,United Kingdom,2011-08-15,13,8,0,7.95,Europe,2
554832,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,0.42,United Kingdom,2011-05-26,15,5,3,10.08,Europe,1
538437,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2.95,United Kingdom,2010-12-12,12,12,6,8.850000000000001,Europe,3
552108,20727,LUNCH BAG  BLACK SKULL.,5,1.65,United Kingdom,2011-05-06,11,5,4,8.25,Europe,3
547418,22087,PAPER BUNTING WHITE LACE,6,2.95,United Kingdom,2011-03-23,10,3,2,17.700000000000003,Europe,1
572703,23100,SILVER BELLS TABLE DECORATION,3,1.25,United Kingdom,2011-10-25,14,10,1,3.75,Europe,2
565126,90183A,AMBER DROP EARRINGS W LONG BEADS,6,2.95,United Kingdom,2011-09-01,12,9,3,17.700000000000003,Europe,0
579301,22440,BALLOON WATER BOMB PACK OF 35,3,0.42,United Kingdom,2011-11-29,11,11,1,1.26,Europe,2
574298,22616,PACK OF 12 LONDON TISSUES ,1,0.83,United Kingdom,2011-11-03,15,11,3,0.83,Europe,0
547206,84991,60 TEATIME FAIRY CAKE CASES,2,0.55,United Kingdom,2011-03-21,14,3,0,1.1,Europe,1
538945,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,3.75,United Kingdom,2010-12-15,11,12,2,37.5,Europe,2
568185,21967,PACK OF 12 SKULL TISSUES,1,0.39,United Kingdom,2011-09-25,14,9,6,0.39,Europe,3
562202,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,United Kingdom,2011-08-03,12,8,2,13.52,Europe,2
570721,23103,JINGLE BELL HEART DECORATION,24,1.65,United Kingdom,2011-10-12,10,10,2,39.599999999999994,Europe,2
562031,22776,SWEETHEART CAKESTAND 3 TIER,1,9.95,United Kingdom,2011-08-01,17,8,0,9.95,Europe,2
557958,23256,CHILDRENS CUTLERY SPACEBOY ,4,4.15,United Kingdom,2011-06-23,19,6,3,16.6,Europe,3
572763,23294,SET OF 6 SNACK LOAF BAKING CASES,8,0.83,Japan,2011-10-26,9,10,2,6.64,Asia,2
540848,84251G,"GREETING CARD, OVERCROWDED POOL.",3,0.43,United Kingdom,2011-01-12,9,1,2,1.29,Europe,1
549954,21107,CREAM SLICE FLANNEL PINK SPOT ,2,2.95,United Kingdom,2011-04-13,13,4,2,5.9,Europe,1
539299,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,3.75,United Kingdom,2010-12-16,17,12,3,15.0,Europe,0
559686,21888,BINGO SET,1,3.75,United Kingdom,2011-07-11,15,7,0,3.75,Europe,2
560926,22041,"RECORD FRAME 7"" SINGLE SIZE ",4,4.96,United Kingdom,2011-07-22,9,7,4,19.84,Europe,3
567804,23493,VINTAGE DOILY TRAVEL SEWING KIT,3,1.95,United Kingdom,2011-09-22,12,9,3,5.85,Europe,0
575176,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,8.29,United Kingdom,2011-11-08,18,11,1,8.29,Europe,2
541421,84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,2,1.63,United Kingdom,2011-01-17,17,1,0,3.26,Europe,1
572552,22602,RETROSPOT WOODEN HEART DECORATION,2,1.63,United Kingdom,2011-10-24,17,10,0,3.26,Europe,2
575177,22731,3D CHRISTMAS STAMPS STICKERS ,1,2.46,United Kingdom,2011-11-08,18,11,1,2.46,Europe,2
557758,20838,FRENCH LATTICE CUSHION COVER ,6,0.85,United Kingdom,2011-06-22,13,6,2,5.1,Europe,1
C542366,21137,BLACK RECORD COVER FRAME,-2,3.39,United Kingdom,2011-01-27,12,1,3,-6.78,Europe,1
549257,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2.08,United Kingdom,2011-04-07,12,4,3,2.08,Europe,1
575177,22489,PACK OF 12 TRADITIONAL CRAYONS,3,0.83,United Kingdom,2011-11-08,18,11,1,2.4899999999999998,Europe,2
552857,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,4.13,United Kingdom,2011-05-11,15,5,2,4.13,Europe,1
549325,22730,ALARM CLOCK BAKELIKE IVORY,4,3.75,Greece,2011-04-08,10,4,4,15.0,Europe,3
549714,11001,ASSTD DESIGN RACING CAR PEN,1,1.69,United Kingdom,2011-04-11,14,4,0,1.69,Europe,1
541282,84692,BOX OF 24 COCKTAIL PARASOLS,25,0.42,United Kingdom,2011-01-17,12,1,0,10.5,Europe,1
573892,21912,VINTAGE SNAKES & LADDERS,4,3.75,EIRE,2011-11-01,13,11,1,15.0,Europe,2
537211,22116,METAL SIGN HIS DINNER IS SERVED,6,2.95,United Kingdom,2010-12-05,15,12,6,17.700000000000003,Europe,3
545062,21876,POTTERING MUG,2,1.25,United Kingdom,2011-02-27,14,2,6,2.5,Europe,3
543013,22379,RECYCLING BAG RETROSPOT ,1,4.13,United Kingdom,2011-02-02,13,2,2,4.13,Europe,1
566739,22922,FRIDGE MAGNETS US DINER ASSORTED,24,0.85,Germany,2011-09-14,14,9,2,20.4,Europe,2
567142,22730,ALARM CLOCK BAKELIKE IVORY,4,3.75,United Kingdom,2011-09-16,14,9,4,15.0,Europe,0
559914,22871,NUMBER TILE COTTAGE GARDEN 3 ,1,4.13,United Kingdom,2011-07-13,15,7,2,4.13,Europe,2
556461,37450,CERAMIC CAKE BOWL + HANGING CAKES,18,2.55,United Kingdom,2011-06-12,10,6,6,45.9,Europe,3
563253,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,1.25,United Kingdom,2011-08-15,12,8,0,2.5,Europe,2
560245,21062,PARTY INVITES SPACEMAN,2,0.85,Switzerland,2011-07-17,12,7,6,1.7,Europe,3
538828,22915,ASSORTED BOTTLE TOP  MAGNETS ,120,0.36,United Kingdom,2010-12-14,13,12,1,43.199999999999996,Europe,2
546424,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,3.95,United Kingdom,2011-03-13,12,3,6,3.95,Europe,3
566060,22671,FRENCH LAUNDRY SIGN BLUE METAL,2,3.29,United Kingdom,2011-09-08,15,9,3,6.58,Europe,0
562846,22551,PLASTERS IN TIN SPACEBOY,1,3.29,United Kingdom,2011-08-10,9,8,2,3.29,Europe,2
555282,47590A,BLUE HAPPY BIRTHDAY BUNTING,20,5.45,Germany,2011-06-02,9,6,3,109.0,Europe,3
537212,22962,JAM JAR WITH PINK LID,12,0.85,Germany,2010-12-05,15,12,6,10.2,Europe,3
573934,21534,DAIRY MAID LARGE MILK JUG,3,4.95,United Kingdom,2011-11-02,10,11,2,14.850000000000001,Europe,2
566322,23300,GARDENERS KNEELING PAD CUP OF TEA ,24,1.65,United Kingdom,2011-09-12,11,9,0,39.599999999999994,Europe,2
576941,POST,POSTAGE,5,18.0,France,2011-11-17,11,11,3,90.0,Europe,0
C571196,23349,ROLL WRAP VINTAGE CHRISTMAS,-12,1.25,United Kingdom,2011-10-14,12,10,4,-15.0,Europe,0
539436,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,5.91,United Kingdom,2010-12-17,14,12,4,5.91,Europe,0
581498,21257,VICTORIAN SEWING BOX MEDIUM,3,15.79,United Kingdom,2011-12-09,10,12,4,47.37,Europe,0
553860,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,1.25,United Kingdom,2011-05-19,13,5,3,2.5,Europe,1
537434,90173,PAIR BUTTERFLY HAIR CLIPS,1,3.81,United Kingdom,2010-12-06,16,12,0,3.81,Europe,2
553521,22518,CHILDS GARDEN BRUSH BLUE,1,0.0,United Kingdom,2011-05-17,14,5,1,0.0,Europe,1
574967,20727,LUNCH BAG  BLACK SKULL.,8,4.96,United Kingdom,2011-11-08,10,11,1,39.68,Europe,2
563771,21122,SET/10 PINK POLKADOT PARTY CANDLES,5,1.25,United Kingdom,2011-08-19,11,8,4,6.25,Europe,3
548864,22621,TRADITIONAL KNITTING NANCY,1,1.65,United Kingdom,2011-04-04,14,4,0,1.65,Europe,1
572194,84927F,PSYCHEDELIC TILE HOOK,1,0.39,United Kingdom,2011-10-21,11,10,4,0.39,Europe,0
546542,21399,BLUE POLKADOT COFFEE MUG,6,0.39,United Kingdom,2011-03-14,15,3,0,2.34,Europe,1
573576,21733,RED HANGING HEART T-LIGHT HOLDER,1,5.79,United Kingdom,2011-10-31,14,10,0,5.79,Europe,2
560773,21468,BUTTERFLY CROCHET FOOD COVER,1,3.29,United Kingdom,2011-07-20,16,7,2,3.29,Europe,2
577358,20982,12 PENCILS TALL TUBE SKULLS,5,1.63,United Kingdom,2011-11-18,15,11,4,8.149999999999999,Europe,0
542103,16219,HOUSE SHAPE PENCIL SHARPENER,12,0.21,United Kingdom,2011-01-25,13,1,1,2.52,Europe,1
554033,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,United Kingdom,2011-05-20,14,5,4,27.04,Europe,3
548373,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2.46,United Kingdom,2011-03-30,16,3,2,2.46,Europe,1
575731,23331,DECORATIVE WICKER HEART SMALL,2,0.63,United Kingdom,2011-11-10,20,11,3,1.26,Europe,0
544339,22697,GREEN REGENCY TEACUP AND SAUCER,6,2.95,United Kingdom,2011-02-18,9,2,4,17.700000000000003,Europe,1
579187,70007,HI TEC ALPINE HAND WARMER,1,3.29,United Kingdom,2011-11-28,15,11,0,3.29,Europe,2
555112,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,0.85,United Kingdom,2011-05-31,14,5,1,10.2,Europe,1
552257,22428,ENAMEL FIRE BUCKET CREAM,1,6.95,United Kingdom,2011-05-08,11,5,6,6.95,Europe,3
567514,23320,GIANT 50'S CHRISTMAS CRACKER,1,2.89,United Kingdom,2011-09-20,15,9,1,2.89,Europe,2
537034,22090,PAPER BUNTING RETROSPOT,24,2.95,United Kingdom,2010-12-03,17,12,4,70.80000000000001,Europe,0
574060,21479,WHITE SKULL HOT WATER BOTTLE ,4,4.25,United Kingdom,2011-11-02,14,11,2,17.0,Europe,2
543123,21931,JUMBO STORAGE BAG SUKI,10,1.95,United Kingdom,2011-02-03,14,2,3,19.5,Europe,1
544909,22223,CAKE PLATE LOVEBIRD PINK,24,1.95,United Kingdom,2011-02-24,14,2,3,46.8,Europe,1
551005,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,4.13,United Kingdom,2011-04-26,9,4,1,8.26,Europe,1
